street_name,class
Rua Coronel Genuíno,Exército
Rua Andrade Neves,Personalidade Histórica
Rua Campinas,Coisa
Rua José Maia Filho,Personalidade Histórica
Rua Fernando de Noronha,Personalidade Histórica
Rua Juazeiro,Coisa
Rua Distrito Federal,Nome de Cidade/UF
Travessa Natal,Coisa
Rua Recife,Coisa
Rua Goiânia,Coisa
Rua Alcides Maia,Personalidade Histórica
Rua Belo Horizonte,Personalidade Histórica
Rua Ponta Porã,Personalidade Histórica
Rua Aracaju,Coisa
Rua Itatiaia,Nome de Cidade/UF
Rua Maceió,Coisa
Rua Víctor Rycembel,Personalidade Histórica
Rua Luiz Aufredy Carneiro Junior,Personalidade Histórica
Rua Agenor Cornelli,Personalidade Histórica
Rua Vereador Adão Rozende Pinto,Personalidade Histórica
Rua Maria Agiova Ghilardi,Personalidade Histórica
Rua Canguçu,Nome de Cidade/UF
Rua Doutor Carlos Santos Rocha,Profissão
Rua Marechal Lamperti,Exército
Rua Caçapava,Coisa
Rua Passo Fundo,Nome de Cidade/UF
Rua Vicente Cláudio Porcello,Personalidade Histórica
Rua Ulisses Machado,Personalidade Histórica
Rua Professor Thiago Wurth,Profissão
Rua Benjamin Franklin,Personalidade Histórica
Rua Fernão de Magalhães,Personalidade Histórica
Rua Frei Caneca,Figura Religiosa
Rua Marechal Mallet,Exército
Rua Irmão Florêncio,Personalidade Histórica
Rua Guia Lopes,Personalidade Histórica
Rua Padre Vieira,Figura Religiosa
Rua Marcilio Dias,Personalidade Histórica
Rua Carlos Gomes,Personalidade Histórica
Rua Visconde de Taunay,Personalidade Histórica
Rua Fernando Pessoa,Personalidade Histórica
Rua Barbosa Lessa,Personalidade Histórica
Rua Dias Gomes,Personalidade Histórica
Rua Santa Helena,Figura Religiosa
Rua Guilherme Morsch,Personalidade Histórica
Rua Carlos Drumond de Andrade,Personalidade Histórica
Rua São Luiz,Figura Religiosa
Rua Coronel Marcelino,Exército
Rua Cezar Lattes,Personalidade Histórica
Rua Cônego José Leão Hartmann,Personalidade Histórica
Rua Victor Kessler,Personalidade Histórica
Rua Governador Roberto Silveira,Personalidade Histórica
Rua Major Ernesto Wittrock,Personalidade Histórica
Rua Coelho Neto,Personalidade Histórica
Rua Ângelo Possebon,Personalidade Histórica
Rua Missões,Coisa
Rua Rio Grande do Norte,Nome de Cidade/UF
Rua Frederico Guilherme Ludwig,Personalidade Histórica
Rua Pedro Ardêmio Hilgert,Personalidade Histórica
Rua Henrique Northfleet,Personalidade Histórica
Rua Padre Reus,Figura Religiosa
Rua Amapá,Nome de Cidade/UF
Rua Doutor Sarmento Leite,Profissão
Rua Itabaiana,Coisa
Avenida Rio Grande do Sul,Nome de Cidade/UF
Rua Vacaria,Nome de Cidade/UF
Rua Antônio Prado,Nome de Cidade/UF
Avenida Boqueirão,Coisa
Rua Encantado,Nome de Cidade/UF
Rua Candelária,Nome de Cidade/UF
Rua Lavras,Coisa
Rua Viamão,Nome de Cidade/UF
Rua Jaguarão,Nome de Cidade/UF
Rua Soledade,Nome de Cidade/UF
Rua Libertação,Coisa
Rua Espumoso,Nome de Cidade/UF
Rua Cruz Alta,Nome de Cidade/UF
Rua Livramento,Coisa
Rua Santo Ângelo,Nome de Cidade/UF
Rua Sarandi,Nome de Cidade/UF
Rua Sinos da União,Personalidade Histórica
Rua Nossa Senhora da Conceição,Personalidade Histórica
Rua 9 de Outubro,Feriado
Rua Dom Oscar Arnolfo Romero,Personalidade Histórica
Rua Júlio Cezar de Mello Pinto,Personalidade Histórica
Rua Carlos Dorneles Rodrigues,Personalidade Histórica
Rua Roseli,Coisa
Rua Orlando Ghoete,Personalidade Histórica
Rua Chico Mendes,Personalidade Histórica
Rua Marechal Rondom,Exército
Rua Padre Josimo Morais Tavares,Nome de Cidade/UF
Rua Schmidt Machado,Personalidade Histórica
Rua Caiçara,Nome de Cidade/UF
Rua Nascente do Sol,Personalidade Histórica
Rua Michel Jorge Gazi,Personalidade Histórica
Rua Valter Dornelles Cardoso,Personalidade Histórica
Rua Gildo de Vargas,Personalidade Histórica
Rua Bela Vista,Personalidade Histórica
Rua Ulisses Guimarães,Personalidade Histórica
Rua 18 de Novembro,Feriado
Rua Eldorado,Coisa
Rua Santiago,Nome de Cidade/UF
Rua dos Romeiros,Personalidade Histórica
Rua Santos Dias da Cunha,Figura Religiosa
Rua Clube de Mães,Personalidade Histórica
Rua Índio Gretã,Personalidade Histórica
Rua Mauro Ferreira Marquês,Personalidade Histórica
Rua Negrinho Santos,Figura Religiosa
Rua Zumbi,Coisa
Rua dos Biscateiros,Personalidade Histórica
Rua Álvares de Azevedo,Personalidade Histórica
Rua Romeu Morsch,Personalidade Histórica
Rua Dom Pedro I,Personalidade Histórica
Rua Martim Pescador,Personalidade Histórica
Rua Índio Sepé,Personalidade Histórica
Rua Santo Antônio dos Pobres,Figura Religiosa
Rua São João Batista,Figura Religiosa
Rua José Veríssimo,Personalidade Histórica
Rua Operários da Natal,Personalidade Histórica
Rua dos Colonos,Personalidade Histórica
Rua Natal de Jesus,Personalidade Histórica
